id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Norm. citations>	weight<Citations>	score<Pub. year>	score<Norm. citations>	score<Citations>
63	robert d. zettle (1992)	"<table><tr><td>Authors:</td><td>robert d. zettle; jane l. haflich; roy a. reynolds</td></tr><tr><td>Title:</td><td>responsivity to cognitive therapy as a function of treatment format and client personality dimensions</td></tr><tr><td>Source:</td><td>journal of clinical psychology, 48(6), 787-797</td></tr><tr><td>Year:</td><td>1992</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1097-4679(199211)48:6<787::aid-jclp2270480613>3.0.co;2-d"	-0.3705	0.1522	1	604	770	0.46	38	1992	0.46	38
64	gerard e. boutin (1983)	"<table><tr><td>Authors:</td><td>gerard e. boutin; donald j. tosi</td></tr><tr><td>Title:</td><td>modification of irrational ideas and test anxiety through rational stage directed hypnotherapy [rsdh]</td></tr><tr><td>Source:</td><td>journal of clinical psychology, 39(3), 382-391</td></tr><tr><td>Year:</td><td>1983</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1097-4679(198305)39:3<382::aid-jclp2270390312>3.0.co;2-l"	-0.7195	0.7083	1	33	47	0.4392	31	1983	0.4392	31
65	steve killick (1997)	"<table><tr><td>Authors:</td><td>steve killick; catherine l. allen</td></tr><tr><td>Title:</td><td>‘shifting the balance’—motivational interviewing to help behaviour change in people with bulimia nervosa</td></tr><tr><td>Source:</td><td>european eating disorders review, 5(1), 33-41</td></tr><tr><td>Year:</td><td>1997</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/(sici)1099-0968(199703)5:1<33::aid-erv164>3.0.co;2-f"	-0.8817	0.0933	1	16	19	0.1883	34	1997	0.1883	34
66	peter m. gardner (1981)	"<table><tr><td>Authors:</td><td>peter m. gardner; tian p. s. oei</td></tr><tr><td>Title:</td><td>depression and self-esteem: an investigation that used behavioral and cognitive approaches to the treatment of clinically depressed clients</td></tr><tr><td>Source:</td><td>journal of clinical psychology, 37(1), 128-135</td></tr><tr><td>Year:</td><td>1981</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1097-4679(198101)37:1<128::aid-jclp2270370124>3.0.co;2-1"	-0.4477	0.466	1	195	211	0.4822	24	1981	0.4822	24
67	james p. reardon (1977)	"<table><tr><td>Authors:</td><td>james p. reardon; donald j. tosi</td></tr><tr><td>Title:</td><td>the effects of rational stage directed imagery on self-concept and reduction of psychological stress in adolescent delinquent females</td></tr><tr><td>Source:</td><td>journal of clinical psychology, 33(4), 1084-1092</td></tr><tr><td>Year:</td><td>1977</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1097-4679(197710)33:4<1084::aid-jclp2270330437>3.0.co;2-a"	-0.7663	0.5531	1	69	89	0.2895	19	1977	0.2895	19
68	michael p. nichols (1975)	"<table><tr><td>Authors:</td><td>michael p. nichols; terry y. taylor</td></tr><tr><td>Title:</td><td>impact of therapist interventions on early sessions of group therapy</td></tr><tr><td>Source:</td><td>journal of clinical psychology, 31(4), 726-729</td></tr><tr><td>Year:</td><td>1975</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1097-4679(197510)31:4<726::aid-jclp2270310438>3.0.co;2-s"	-1.116	0.4253	1	8	8	0.4743	15	1975	0.4743	15
69	steven l. schandler (1983)	"<table><tr><td>Authors:</td><td>steven l. schandler; edward r. dana</td></tr><tr><td>Title:</td><td>cognitive imagery and physiological feedback relaxation protocols applied to clinically tense young adults: a comparison of state, trait and physiological effects</td></tr><tr><td>Source:</td><td>journal of clinical psychology, 39(5), 672-681</td></tr><tr><td>Year:</td><td>1983</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1097-4679(198309)39:5<672::aid-jclp2270390506>3.0.co;2-n"	-0.8769	0.8424	1	76	79	0.2125	15	1983	0.2125	15
70	c. perris (1999)	"<table><tr><td>Authors:</td><td>c. perris</td></tr><tr><td>Title:</td><td>a conceptualization of personality-related disorders of interpersonal behaviour with implications for treatment</td></tr><tr><td>Source:</td><td>clinical psychology & psychotherapy/clinical psychology and psychotherapy, 6(4), 239-260</td></tr><tr><td>Year:</td><td>1999</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/(sici)1099-0879(199910)6:4<239::aid-cpp207>3.0.co;2-b"	-0.9253	0.0092	1	426	669	0.2689	17	1999	0.2689	17
71	lynda a. haynes-clements (1984)	"<table><tr><td>Authors:</td><td>lynda a. haynes-clements; arthur w. avery</td></tr><tr><td>Title:</td><td>a cognitive-behavioral approach to social skills training with shy persons</td></tr><tr><td>Source:</td><td>journal of clinical psychology, 40(3), 710-713</td></tr><tr><td>Year:</td><td>1984</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1097-4679(198405)40:3<710::aid-jclp2270400310>3.0.co;2-5"	-0.2198	0.6018	1	112	121	0.3469	13	1984	0.3469	13
72	sheila fling (1981)	"<table><tr><td>Authors:</td><td>sheila fling; anne mary thomas; michael p. gallaher</td></tr><tr><td>Title:</td><td>participant characteristics and the effects of two types of meditation vs. quiet sitting</td></tr><tr><td>Source:</td><td>journal of clinical psychology, 37(4), 784-790</td></tr><tr><td>Year:</td><td>1981</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1097-4679(198110)37:4<784::aid-jclp2270370417>3.0.co;2-z"	-0.0845	0.3215	1	136	141	0.2612	13	1981	0.2612	13
73	gary s. gilbert (1978)	"<table><tr><td>Authors:</td><td>gary s. gilbert; jerry c. parker; charles d. claiborn</td></tr><tr><td>Title:</td><td>differential mood changes in alcoholics as a function of anxiety management strategies</td></tr><tr><td>Source:</td><td>journal of clinical psychology, 34(1), 229-232</td></tr><tr><td>Year:</td><td>1978</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1097-4679(197801)34:1<229::aid-jclp2270340147>3.0.co;2-z"	-0.6293	0.3974	1	25	27	0.5147	12	1978	0.5147	12
74	diane barth (1986)	"<table><tr><td>Authors:</td><td>diane barth; victoria wurman</td></tr><tr><td>Title:</td><td>group therapy with bulimic women: a self-psychological approach</td></tr><tr><td>Source:</td><td>the international journal of eating disorders/international journal of eating disorders, 5(4), 735-745</td></tr><tr><td>Year:</td><td>1986</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1098-108x(198605)5:4<735::aid-eat2260050412>3.0.co;2-e"	-1.3729	0.0697	1	99	113	0.1037	12	1986	0.1037	12
75	bruce a. thyer (1981)	"<table><tr><td>Authors:</td><td>bruce a. thyer; james d. papsdorf; david p. himle; barbara s. mccann; sue caldwell; martin wickert</td></tr><tr><td>Title:</td><td>in vivo distraction-coping in the treatment of test anxiety</td></tr><tr><td>Source:</td><td>journal of clinical psychology, 37(4), 754-764</td></tr><tr><td>Year:</td><td>1981</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1097-4679(198110)37:4<754::aid-jclp2270370412>3.0.co;2-g"	-0.5559	0.4997	1	385	467	0.221	11	1981	0.221	11
76	aliceanne c. brunn (1974)	"<table><tr><td>Authors:</td><td>aliceanne c. brunn; allan g. hedberg</td></tr><tr><td>Title:</td><td>covert positive reinforcement as a treatment procedure for obesity</td></tr><tr><td>Source:</td><td>journal of community psychology, 2(2), 117-119</td></tr><tr><td>Year:</td><td>1974</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1520-6629(197404)2:2<117::aid-jcop2290020206>3.0.co;2-2"	-0.7235	0.8278	1	14	16	0.1816	7	1974	0.1816	7
77	rosemary weir (1980)	"<table><tr><td>Authors:</td><td>rosemary weir; william l. marshall</td></tr><tr><td>Title:</td><td>relaxation and distraction in experimental desensitization</td></tr><tr><td>Source:</td><td>journal of clinical psychology, 36(1), 246-252</td></tr><tr><td>Year:</td><td>1980</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1097-4679(198001)36:1<246::aid-jclp2270360130>3.0.co;2-k"	-0.2265	0.8453	1	51	72	0.1783	6	1980	0.1783	6
78	a. a. sappington (1979)	"<table><tr><td>Authors:</td><td>a. a. sappington; guenter corssen; astrid becker; mehrdad tavakoli</td></tr><tr><td>Title:</td><td>ketamine - facilitated induced anxiety therapy and its effect upon clients' reactions to stressful situations</td></tr><tr><td>Source:</td><td>journal of clinical psychology, 35(2), 425-429</td></tr><tr><td>Year:</td><td>1979</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1097-4679(197904)35:2<425::aid-jclp2270350240>3.0.co;2-9"	-0.5424	0.4895	1	38	39	0.1524	6	1979	0.1524	6
79	michael p. mozzoni (2000)	"<table><tr><td>Authors:</td><td>michael p. mozzoni; stephanie hartnedy</td></tr><tr><td>Title:</td><td>escape and avoidance hypothesis testing using an alternating treatment design</td></tr><tr><td>Source:</td><td>behavioral interventions, 15(3), 269-277</td></tr><tr><td>Year:</td><td>2000</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1099-078x(200007/09)15:3<269::aid-bin61>3.0.co;2-c"	-0.8229	0.8699	1	31	34	0.0402	6	2000	0.0402	6
80	jeffrey r. bedell (1979)	"<table><tr><td>Authors:</td><td>jeffrey r. bedell; robert p. archer; michael r. rosmann</td></tr><tr><td>Title:</td><td>relaxation therapy, desensitization, and the treatment of anxiety-based disorders</td></tr><tr><td>Source:</td><td>journal of clinical psychology, 35(4), 840-843</td></tr><tr><td>Year:</td><td>1979</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1097-4679(197910)35:4<840::aid-jclp2270350432>3.0.co;2-v"	-0.6214	0.7949	1	63	86	0.1016	4	1979	0.1016	4
82	ralph m. turner (1983)	"<table><tr><td>Authors:</td><td>ralph m. turner; frederick l. newman; edna b. foa</td></tr><tr><td>Title:</td><td>assessing the impact of cognitive differences in the treatment of obsessive-compulsives</td></tr><tr><td>Source:</td><td>journal of clinical psychology, 39(6), 933-938</td></tr><tr><td>Year:</td><td>1983</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1097-4679(198311)39:6<933::aid-jclp2270390619>3.0.co;2-4"	-0.1633	0.7819	1	50	53	0.0425	3	1983	0.0425	3
84	scott w. minor (1984)	"<table><tr><td>Authors:</td><td>scott w. minor; christopher leone; roy t. baldwin</td></tr><tr><td>Title:</td><td>a comparison of in-vivo and imaginal participant modeling</td></tr><tr><td>Source:</td><td>journal of clinical psychology, 40(3), 717-720</td></tr><tr><td>Year:</td><td>1984</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1097-4679(198405)40:3<717::aid-jclp2270400312>3.0.co;2-f"	-0.5548	0.5629	1	175	211	0.0534	2	1984	0.0534	2
85	bruce gottlieb (1979)	"<table><tr><td>Authors:</td><td>bruce gottlieb; j. regis mcnamara</td></tr><tr><td>Title:</td><td>a comparison of response exaggeration techniques</td></tr><tr><td>Source:</td><td>journal of clinical psychology, 35(4), 776-778</td></tr><tr><td>Year:</td><td>1979</td></tr></table>"	"https://doi.org/https://doi.org/10.1002/1097-4679(197910)35:4<776::aid-jclp2270350418>3.0.co;2-y"	-0.3494	0.548	1	164	183	0.0254	1	1979	0.0254	1
87	sanjay j. mathew (2008)	"<table><tr><td>Authors:</td><td>sanjay j. mathew; rebecca b. price; dennis s. charney</td></tr><tr><td>Title:</td><td>recent advances in the neurobiology of anxiety disorders: implications for novel therapeutics</td></tr><tr><td>Source:</td><td>american journal of medical genetics. part c, seminars in medical genetics, 148c(2), 89-98</td></tr><tr><td>Year:</td><td>2008</td></tr></table>"	https://doi.org/https://doi.org/10.1002/ajmg.c.30172	1.5475	0.1681	3	656	1368	1.2387	153	2008	1.2387	153
88	jana hoyer (2014)	"<table><tr><td>Authors:</td><td>jana hoyer; joerg wiltink; wolfgang hiller; robert miller; simone salzer; stephan sarnowsky; ulrich stangier; bernhard strauß; ulrike willutzki; eric leibing</td></tr><tr><td>Title:</td><td>baseline patient characteristics predicting outcome and attrition in cognitive therapy for social phobia: results from a large multicentre trial</td></tr><tr><td>Source:</td><td>clinical psychology & psychotherapy/clinical psychology and psychotherapy, 23(1), 35-46</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1002/cpp.1936	0.4621	-0.5136	7	568	947	0.9786	55	2014	0.9786	55
89	albert feliu‐soler (2013)	"<table><tr><td>Authors:</td><td>albert feliu‐soler; juan c. pascual; xavier borràs; marı́a j. portella; ana martín‐blanco; antonio armario; enric álvarez; víctor pérez; joaquim soler</td></tr><tr><td>Title:</td><td>effects of dialectical behaviour therapy‐mindfulness training on emotional reactivity in borderline personality disorder: preliminary results</td></tr><tr><td>Source:</td><td>clinical psychology & psychotherapy/clinical psychology and psychotherapy, 21(4), 363-370</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1002/cpp.1837	-0.0814	-0.6046	2	406	551	0.8035	45	2013	0.8035	45
90	michelle tsai (2012)	"<table><tr><td>Authors:</td><td>michelle tsai; john s. ogrodniczuk; ingrid söchting; jamal mirmiran</td></tr><tr><td>Title:</td><td>forecasting success: patients' expectations for improvement and their relations to baseline, process and outcome variables in group cognitive–behavioural therapy for depression</td></tr><tr><td>Source:</td><td>clinical psychology & psychotherapy/clinical psychology and psychotherapy, 21(2), 97-107</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.1002/cpp.1831	-0.3211	-0.0508	1	924	1240	0.6092	40	2012	0.6092	40
91	ben shahar (2013)	"<table><tr><td>Authors:</td><td>ben shahar</td></tr><tr><td>Title:</td><td>emotion‐focused therapy for the treatment of social anxiety: an overview of the model and a case description</td></tr><tr><td>Source:</td><td>clinical psychology & psychotherapy/clinical psychology and psychotherapy, 21(6), 536-547</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.1002/cpp.1853	-0.0341	-0.5149	7	704	1185	0.6607	37	2013	0.6607	37
92	lorna champion (2012)	"<table><tr><td>Authors:</td><td>lorna champion</td></tr><tr><td>Title:</td><td>social relationships and social roles</td></tr><tr><td>Source:</td><td>clinical psychology & psychotherapy/clinical psychology and psychotherapy, 19(2), 113-123</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.1002/cpp.1776	-0.7685	0.0256	1	87	99	0.5026	33	2012	0.5026	33
93	david veale (2014)	"<table><tr><td>Authors:</td><td>david veale; paul gilbert; jon wheatley; iona naismith</td></tr><tr><td>Title:</td><td>a new therapeutic community: development of a compassion‐focussed and contextual behavioural environment</td></tr><tr><td>Source:</td><td>clinical psychology & psychotherapy/clinical psychology and psychotherapy, 22(4), 285-303</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1002/cpp.1897	-0.4507	-0.4102	1	159	209	0.4804	27	2014	0.4804	27
94	kathryn j. lester (2016)	"<table><tr><td>Authors:</td><td>kathryn j. lester; jonathan r. i. coleman; stephen k. roberts; robert keers; gerome breen; susan m. bögels; cathy creswell; jennifer l. hudson; anna mckinnon; maaike h. nauta; ronald m. rapee; silvia schneider; wendy k. silverman; mikael thastum; polly waite; gro janne wergeland; thalia c. eley</td></tr><tr><td>Title:</td><td>genetic variation in the endocannabinoid system and response to cognitive behavior therapy for child anxiety disorders</td></tr><tr><td>Source:</td><td>american journal of medical genetics. part b, neuropsychiatric genetics, 174(2), 144-155</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1002/ajmg.b.32467	1.5029	0.0898	3	771	1181	0.4994	24	2016	0.4994	24
95	natasha knack (2020)	"<table><tr><td>Authors:</td><td>natasha knack; dave holmes; j. paul fedoroff</td></tr><tr><td>Title:</td><td>motivational pathways underlying the onset and maintenance of viewing child pornography on the internet</td></tr><tr><td>Source:</td><td>behavioral sciences & the law, 38(2), 100-116</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1002/bsl.2450	-0.0158	-0.4752	4	379	380	1.1431	18	2020	1.1431	18
96	neophytos georgiou (2023)	"<table><tr><td>Authors:</td><td>neophytos georgiou; paul delfabbro; ryan balzan</td></tr><tr><td>Title:</td><td>the effectiveness of a scientific reasoning intervention for conspiracy theory beliefs</td></tr><tr><td>Source:</td><td>applied cognitive psychology, 37(2), 369-382</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1002/acp.4039	-0.2474	0.2127	1	14	17	1.4486	3	2023	1.4486	3
97	james mcguire (2001)	"<table><tr><td>Authors:</td><td>james mcguire</td></tr><tr><td>Title:</td><td>what is problem solving? a review of theory, research and applications</td></tr><tr><td>Source:</td><td>criminal behaviour and mental health/cbmh. criminal behaviour and mental health, 11(4), 210-235</td></tr><tr><td>Year:</td><td>2001</td></tr></table>"	https://doi.org/https://doi.org/10.1002/cbm.397	-0.7196	0.3065	1	469	610	0.7911	36	2001	0.7911	36
98	eilish burke (2015)	"<table><tr><td>Authors:</td><td>eilish burke; adam danquah; katherine berry</td></tr><tr><td>Title:</td><td>a qualitative exploration of the use of attachment theory in adult psychological therapy</td></tr><tr><td>Source:</td><td>clinical psychology & psychotherapy/clinical psychology and psychotherapy, 23(2), 142-154</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.1002/cpp.1943	-0.9063	-0.2774	1	107	145	0.2875	15	2015	0.2875	15
99	yingying she (2023)	"<table><tr><td>Authors:</td><td>yingying she; qing wang; fang liu; lin lin; baorong yang; bin hu</td></tr><tr><td>Title:</td><td>an interaction design model for virtual reality mindfulness meditation using imagery‐based transformation and positive feedback</td></tr><tr><td>Source:</td><td>computer animation and virtual worlds, 34(3-4)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1002/cav.2184	0.3546	-0.6082	2	128	152	0.9658	2	2023	0.9658	2
